-0.55009,0.9715,0,-0.48547,-0.48867,0,6.43,6.022,6.2727,97831,99396,98786,0.0061682,0.0061535,0.0063059
-0.46653,0.81035,0,-0.57997,-0.23691,0,6.3667,5.9667,6.2653,97830,99394,98783,0.0061495,0.006148,0.0063025
-0.47507,0.63622,0,-0.86675,-0.32395,0,6.2987,5.9207,6.2447,97827,99390,98780,0.0060695,0.0061339,0.0063107
-0.2891,0.33768,0,-0.5955,-0.17281,0,6.2767,5.8187,6.2327,97827,99391,98781,0.0060471,0.0061228,0.0063038
-0.34871,0.66136,0,-0.67348,-0.33932,0,6.2807,5.8347,6.1713,97823,99387,98776,0.0060619,0.0061226,0.0062983
-0.3852,0.78071,-0.26948,-0.44857,-0.43584,-0.17257,6.2553,5.8147,6.1427,97820,99384,98772,0.0060789,0.0061136,0.0062759
-0.62183,0.86907,-0.093914,-0.46208,-0.40474,-0.060412,6.284,5.7913,6.1193,97815,99381,98763,0.0061123,0.0061048,0.0062587
-1.5009,1.2734,-0.23089,-0.45586,-0.53001,-0.14815,6.8593,5.858,6.0807,97809,99379,98761,0.0065019,0.0061133,0.0062454
-0.77979,1.369,-0.6586,-0.65881,-0.37935,-0.52403,6.7487,5.896,6.0527,97810,99380,98761,0.0066701,0.006114,0.0062527
-0.092841,1.0512,0.80271,-1.0538,-0.24277,-0.419,6.2107,5.8813,6.05,97809,99382,98761,0.0062456,0.0061172,0.0062414
0.40067,0.48446,1.58,-1.3404,-0.17172,-0.68115,6.1113,5.7353,6.0747,97809,99375,98759,0.0060134,0.0061079,0.0062198
0.16038,0.27311,1.3437,-1.2965,-0.096529,0.093694,6.1107,5.6093,6.0633,97804,99370,98756,0.0059889,0.0060996,0.0061984
0.022377,0.86253,0.81711,-1.1161,-0.28303,-0.1634,6.1147,5.738,6.0813,97804,99366,98755,0.0059695,0.0060925,0.0061849
0.0013864,0.26305,0.18838,-0.92262,-0.080185,-0.069572,6.11,5.726,6.0847,97800,99359,98749,0.0059707,0.0061043,0.0061836
-0.042886,0.25583,0.17638,-0.81547,-0.077572,0.087877,6.176,5.7127,6.0607,97797,99359,98747,0.0060036,0.0060956,0.0061875
-0.14574,0.4922,0.35012,-0.83182,-0.14925,0.19753,6.1847,5.7387,6.0673,97796,99359,98748,0.0060325,0.0061101,0.0061946
-0.078143,0.20025,0,-0.88236,-0.061004,0,6.156,5.7527,6.0707,97796,99359,98747,0.0060218,0.0061002,0.0061925
-0.093639,0.056795,0,-0.81262,-0.017168,0,6.1867,5.7173,6.1073,97794,99358,98747,0.0060265,0.0060907,0.0062009
-0.094745,0.12121,0,-0.82759,-0.036766,0,6.2753,5.726,6.1213,97794,99354,98746,0.0060549,0.0060899,0.0062171
-0.087453,0.0070042,0,-0.74589,-0.0021722,0,6.3267,5.7427,6.1247,97793,99350,98744,0.006094,0.0060752,0.0062021
-0.075722,0.22105,0,-0.64356,-0.067062,0,6.4747,5.7073,6.13,97791,99349,98743,0.006206,0.006075,0.0062076
-0.088313,0.31294,0,-0.60394,-0.09484,0,6.5347,5.7033,6.122,97789,99350,98742,0.0063022,0.0060848,0.0062241
-0.12623,0.30583,0,-0.59063,-0.093033,0,6.6167,5.6827,6.156,97790,99350,98741,0.0064042,0.0060833,0.0062488
-0.11503,0.21373,0,-0.53204,-0.064775,0,6.7233,5.714,6.1667,97788,99351,98737,0.0064894,0.0060797,0.0062575
-0.090266,0.37731,0,-0.99742,-0.11459,0,6.6333,5.762,6.1487,97787,99353,98742,0.0064199,0.0060697,0.0062464
0.016412,0.34888,0,-1.1318,-0.10613,0,6.508,5.7873,6.0953,97792,99358,98745,0.0062738,0.006068,0.0062472
0.015026,0.68115,0,-0.84872,-0.63844,0,6.4347,5.7827,6.1127,97796,99357,98746,0.0062176,0.0060965,0.0062906
0.0092994,-0.25858,0,-0.83356,-0.7169,0,6.4747,5.7913,6.18,97800,99363,98749,0.0062289,0.0061049,0.0063446
-0.068484,-0.038502,0,-0.93256,-0.088668,0,6.4853,5.7533,6.1507,97803,99360,98752,0.0062625,0.0061066,0.0063775
-0.48982,-0.18374,0,-0.79637,-0.42353,-0,6.5473,5.63,6.138,97804,99360,98752,0.0063111,0.0060966,0.006382
-0.49216,-0.22986,0.048852,-0.70441,-0.53178,0.017819,6.6133,5.6847,6.122,97803,99361,98753,0.006384,0.0060831,0.0063669
-0.40789,-0.52949,0.85696,-0.21696,-0.33569,0.48792,6.7307,5.752,6.242,97806,99364,98753,0.0065077,0.0060816,0.0063852
-0.78041,-0.22541,-0.31777,0.19727,0.046374,0.23385,6.846,5.798,6.2033,97807,99365,98756,0.0066642,0.0060943,0.0063962
-0.62821,-0.12345,-0,0.18678,0.026819,0,6.8347,5.68,6.098,97806,99365,98758,0.0067984,0.0061008,0.0063818
-0.63745,-0.11654,-0,0.095511,0.025669,0,6.682,5.5533,6.0007,97804,99367,98758,0.0067322,0.0060947,0.0063522
-0.31216,-0.11658,-0,-0.010234,0.025483,0,6.6153,5.438,5.9753,97801,99364,98757,0.0066939,0.0060754,0.0063377
-0.073944,-0.25438,-0,-0.0028624,0.055368,0,6.5287,5.4687,5.9513,97802,99364,98756,0.0066394,0.0060721,0.0063214
-0.14056,-0,0,-0.0055441,0,0,6.502,5.55,5.944,97801,99361,98753,0.0065709,0.0060642,0.0063106
-0.31908,-0.24645,0.025935,-0.012772,0.054185,0.12364,6.3873,5.4893,5.9333,97800,99361,98753,0.0064344,0.0060661,0.0063088
-0.4785,-0.29829,0,-0.52701,0.065202,0,6.39,5.5233,5.9433,97799,99363,98752,0.0063402,0.006071,0.0063273
-0.064552,-0.44422,0.14824,-1.0875,0.096907,0.011842,6.252,5.458,5.9747,97799,99362,98753,0.0061672,0.0060673,0.0063542
-0.0041193,-0.71936,0.0097398,-1.0513,0.15719,-0.2441,6.218,5.4973,5.928,97803,99359,98751,0.0060864,0.0060637,0.006338
-0.003705,-0.68326,0,-0.68565,0.14906,-0,6.2353,5.526,5.938,97800,99355,98753,0.0060793,0.0060627,0.0063215
-0.0037518,-0.24749,0,-0.69965,0.054108,0,6.2887,5.5633,5.9513,97796,99353,98746,0.0061418,0.0060807,0.0063543
-0.062947,-0.10908,0,-0.9473,0.023916,0,6.3073,5.5253,5.968,97792,99349,98742,0.0061459,0.0060793,0.0063649
-0.3126,-0.086627,0,-0.71708,0.018906,0,6.3433,5.5047,5.9553,97792,99348,98740,0.0061744,0.0060787,0.0063377
-0.37646,-0,-0.04149,-0.82565,0,0.095004,6.3793,5.4233,5.9227,97789,99345,98739,0.0062217,0.0060791,0.0063387
-0.35326,-0.11656,-0,-0.82124,0.025595,0,6.396,5.45,5.9247,97787,99345,98737,0.0062618,0.0060584,0.0063301
-0.2548,-0.29931,-0,-0.58818,0.065233,0,6.4407,5.456,5.9127,97787,99345,98738,0.0063066,0.006033,0.0063254
-0.29561,-0.18237,-0,-0.67475,0.039814,0,6.464,5.54,5.944,97789,99346,98737,0.006348,0.006049,0.0063155
-0.30429,-0.1378,-0.1189,-0.69533,0.029857,0.042702,6.45,5.492,5.944,97789,99344,98739,0.0063696,0.0060496,0.0063244
-0.49776,-0.4009,-0,-0.94827,0.087466,0,6.482,5.454,5.9093,97784,99343,98739,0.0063768,0.0060153,0.0062819
-0.33647,-0.63172,-0,-0.49113,0.13821,0,6.474,5.52,5.944,97784,99344,98737,0.0063751,0.006042,0.0063042
-0.27715,-0.66991,-0,-0.40449,0.14613,0,6.5127,5.5433,5.9493,97784,99344,98734,0.0063737,0.0060444,0.0062934
-0.32877,-0.1889,-0,-0.99797,0.041142,0,6.5133,5.4733,5.942,97781,99342,98734,0.0063871,0.0060396,0.0062828
-0.13178,-0.30488,-0,-0.71021,0.066288,0,6.4927,5.4273,5.904,97777,99339,98733,0.0063916,0.00601,0.006301
-0.030165,-0.007165,-0,-0.16052,0.0015622,0,6.4947,5.4127,5.91,97778,99341,98732,0.0064066,0.0059946,0.0063212
-0.09704,-0.50922,-0,-0.51968,0.11014,0,6.5353,5.4447,5.9247,97779,99340,98732,0.0064233,0.0060284,0.0063483
-0.077642,-0.42178,-0,-0.41547,0.090249,0,6.5873,5.4233,6.0093,97779,99339,98729,0.0064784,0.006014,0.0063406
-0.823,-0.21829,-0,-0.25181,0.047182,0,6.9407,5.5327,6.0653,97784,99344,98734,0.0066683,0.0059994,0.006311
-1.3696,-0.28387,-0,0.53278,0.060916,0,7.2847,5.5587,6.0453,97784,99344,98734,0.0069136,0.0060076,0.006297
-1.3363,-0.33508,-0,0.27937,0.071719,0,7.3247,5.5327,6.0227,97786,99345,98734,0.0069573,0.0059999,0.0062919
-1.4722,-0.54296,-0,0.12084,0.18458,0,7.3393,5.5847,6.0787,97789,99350,98735,0.0069679,0.0060342,0.0062859
-1.0697,-0.3384,0,0.47638,0.20309,0,7.344,5.6567,6.114,97789,99350,98735,0.0069627,0.0060577,0.0063126
-0.9519,-0.3301,0,0.11719,0.084211,0,7.3513,5.666,6.1693,97790,99350,98740,0.0069685,0.0060551,0.0063401
-0.69882,0.0084356,0,0.57559,-0.5436,0,7.4067,5.7373,6.2287,97792,99354,98737,0.0069711,0.0060597,0.0063619
-0.23363,0.0065655,0,0.034029,-0.40928,0,7.3713,5.7673,6.2527,97795,99353,98741,0.0069787,0.0060675,0.0063912
-0.28841,0.0015158,0,-1.0621,-0.096655,-0,7.1993,5.7793,6.1967,97802,99357,98747,0.0067286,0.0060616,0.0063651
-0.24839,-0.18195,-0.044614,-1.2643,-0.49642,0.0021657,6.9807,5.802,6.146,97800,99357,98748,0.0064558,0.0060671,0.0063482
-0.52965,-0.2873,-0.3418,-1.0507,-0.31227,-0.15139,6.8633,5.8893,6.1673,97799,99355,98748,0.0063802,0.0061097,0.0063831
-0.94421,-0.13587,0,-0.49943,-0.14767,0,6.8127,5.8507,6.142,97795,99354,98746,0.0064175,0.0061731,0.0063917
-0.46357,-0.065313,0,-0.69559,-0.070811,0,6.8233,5.7487,6.1353,97790,99355,98746,0.0064485,0.006221,0.0064183
